n,p,v,corpus
試合,で,怪我する,ted
手首,を,怪我する,ted
診断,を,受ける,ted
神経,が,麻痺する,ted
死,に,至る,ted
度,を,高める,ted
機会,を,捉える,ted
達,が,参加する,ted
企画,に,参加する,ted
チャレンジ,を,受ける,ted
幅,が,ある,ted
教師,より,教える,ted
クリーナー,に,投資する,ted
学習,を,促す,ted
天国,を,表す,ted
変動,を,続ける,ted
意味,を,知る,ted
辞書,で,調べる,ted
此れ,を,見る,ted
手,を,差し伸べる,ted
彼,を,助ける,ted
恩返し,を,する,ted
心,を,動かされる,ted
物語,を,紹介する,ted
御存知,と,思う,ted
海底,より,活動する,ted
地中,で,活動する,ted
微生物,が,活動する,ted
脳,より,なる,ted
話,に,戻る,ted
快楽,を,生む,ted
世界,で,喘ぐ,ted
極貧,に,喘ぐ,ted
達,に,届ける,ted
現金,を,届ける,ted
こと,を,する,ted
示唆,に,富む,ted
達,を,助ける,ted
方法,を,紹介する,ted
研究,を,説明する,ted
駆け足,で,説明する,ted
壁,が,ある,ted
傾斜,を,利用する,ted
友人,が,いる,ted
%,を,取り戻し,ted
一緒,に,取り戻し,ted
店,に,返す,ted
計画,を,立てる,ted
プロセス,に,ならい新しい,ted
物,を,作る,ted
何,が,見える,ted
私,に,いる,ted
事,が,分かる,ted
水,に,取り囲まれる,ted
息,が,できない,ted
魂,を,洗い清めたい,ted
足場,を,求める,ted
貴方,が,教える,ted
其れ,が,意味する,ted
DNA,が,学習する,ted
其れ,を,見る,ted
ベルク,が,開く,ted
口,を,開く,ted
彼処,に,座る,ted
TED,で,見る,ted
研究,を,見る,ted
カートリッジ,に,詰める,ted
細胞,を,詰める,ted
印刷,を,する,ted
部位,が,作る,ted
音質,が,劣化する,ted
日,で,歩く,ted
影響,が,ある,ted
物,が,止まる,ted
以下,に,止まる,ted
調査,を,続ける,ted
欲,が,なる,ted
機能,が,備えられる,ted
タービン,が,情報共有する,ted
互い,に,情報共有する,ted
効率,を,高める,ted
向き,を,合わせる,ted
方,に,合わせる,ted
以下,に,なる,ted
物,を,読む,ted
輪,を,満たす,ted
こと,を,する,ted
数値,が,意味する,ted
何,を,意味する,ted
何,を,指す,ted
駆動,に,する,ted
為,に,争う,ted
人,が,加入する,ted
プラン,に,加入する,ted
必要,に,応じる,ted
席,で,総括する,ted
問題,を,総括する,ted
遺伝子,を,抱える,ted
心,に,抱える,ted
物,を,散らかす,ted
川,に,沈められる,ted
年,に,掲示する,ted
車内,に,掲示する,ted
依頼,を,受ける,ted
年,に,亡くなる,ted
MIT,に,戻る,ted
頭,が,下がる,ted
此れ,を,見なす,ted
スパム,と,見なす,ted
アカウント,を,閉鎖する,ted
ステーション,を,見逃す,ted
人,を,抱擁する,ted
時,に,分泌される,ted
尖塔,を,失う,ted
時間,を,遡る,ted
密度,が,上昇する,ted
こと,が,分かる,ted
手順,を,踏む,ted
こと,が,起こる,ted
ツール,を,使わせる,ted
学生,が,気付く,ted
実力,を,つける,ted
身,に,つける,ted
此処,を,卒業する,ted
女性,が,する,ted
首,に,する,ted
子宮,を,切り取る,ted
カメラ,を,持つ,ted
自分,が,持つ,ted
興味,を,持つ,ted
絵,に,向けるだけです,ted
一面,を,取る,ted
動き,に,変える,ted
他人,を,警戒する,ted
実際,に,復元出来る,ted
計測,で,復元出来る,ted
こと,を,確認する,ted
界,に,示す,ted
利益,を,守る,ted
パルス,を,送り出す,ted
ロンドン,から,戻る,ted
ミッション,を,終える,ted
経済,に,関わる,ted
%,を,得る,ted
部門,から,得る,ted
私達,が,使用せず,ted
方法,が,ある,ted
気,が,散る,ted
現代,で,集中する,ted
以外,に,ある,ted
選択肢,を,与える,ted
方策,が,見出だす,ted
ルール,を,する,ted
手,に,する,ted
貴方,が,読む,ted
新聞,で,読む,ted
耳,に,する,ted
子供,が,遣る,ted
スワースモアー,で,経験する,ted
私,が,経験する,ted
アフリカ,に,齎す,ted
物,が,失われる,ted
私達,を,導く,ted
システム,を,信じる,ted
とも,に,変化する,ted
販売,で,上がる,ted
成績,が,上がる,ted
パーセント,が,行く,ted
学校,に,行く,ted
船,が,なる,ted
隻,に,なる,ted
領域,から,去る,ted
網,を,増やす,ted
製品,が,売れる,ted
意図,で,行く,ted
ミャンマー,に,行く,ted
そこ,に,行く,ted
本,を,書く,ted
結果,に,なる,ted
時,が,来する,ted
其れ,に,直面しない,ted
リウッド,が,ある,ted
証拠,に,ある,ted
グラフ,を,見付ける,ted
ジュネーブ,に,ある,ted
連合,が,作成する,ted
病院,に,遣る,ted
患者,が,得る,ted
壁,に,囲まれる,ted
答え,を,得る,ted
仮説,を,立てる,ted
此処,で,行う,ted
追悼式,を,行う,ted
嵐,を,追い掛ける,ted
嘘,を,つく,ted
何,を,着る,ted
小屋,に,入る,ted
板,が,ある,ted
そこ,で,寝る,ted
兄,と,寝る,ted
子,を,守る,ted
エジプト,で,学ぶ,ted
コンピューターサイエンス,を,学ぶ,ted
博士課程,に,合格する,ted
galvao,を,吸う,ted
危機,に,直面する,ted
意思,に,加える,ted
ICT,を,提携させる,ted
地盤,を,ならす,ted
必要,が,ある,ted
例,で,考える,ted
身,に,着けられる,ted
つ,に,挙げられるです,ted
数,が,挙げられるです,ted
製作,を,始める,ted
アドバイス,を,貰う,ted
物,を,作り上げる,ted
努力,を,惜しまず,ted
週末,を,返上する,ted
年,を,費やす,ted
常,に,意識する,ted
決定,を,下す,ted
歳,で,亡くなる,ted
液体,で,満たされる,ted
蛋白質,が,覆われる,ted
壁,で,覆われる,ted
自分,で,分かる,ted
遣り方,を,分かる,ted
概念,を,取り込む,ted
トレーニング,に,取り込む,ted
層,に,沿う,ted
人間,が,なるか,ted
肥満,に,なるか,ted
私,が,説明する,ted
時計,を,持つ,ted
空,を,横切る,ted
周り,を,回る,ted
小惑星,で,見られる,ted
動き,が,見られる,ted
モデル,を,作る,ted
未来,を,予測する,ted
過去,を,説明する,ted
生き物,が,住む,ted
族,が,住む,ted
地,に,向ける,ted
目,を,向ける,ted
走破,を,終える,ted
我々,が,向ける,ted
目,を,向ける,ted
現代,で,立ち止まる,ted
格差,が,きたすか,ted
社会,に,きたすか,ted
支障,を,きたすか,ted
御陰,で,上がる,ted
レベル,が,上がる,ted
薬,が,出回る,ted
最初,に,出回る,ted
分析,が,なされる,ted
其れ,に,従う,ted
何人,が,巻き込まれず,ted
事故,に,巻き込まれず,ted
せい,で,有する,ted
方,が,有する,ted
アクセス,が,断ち切られる,ted
代,から,来する,ted
教育,と,呼ぶ,ted
課程,を,受ける,ted
そこ,で,ある,ted
物,が,ある,ted
法廷,で,裁く,ted
軍人,を,裁く,ted
何人,が,送り込まれる,ted
年,に,終わる,ted
戦争,が,終わる,ted
構築,に,取り組む,ted
此処,から,分かる,ted
こと,が,ある,ted
ケース,から,分かる,ted
其れ,が,ならない,ted
為,に,ならない,ted
熱意,が,ある,ted
為,に,御座る,ted
機械,を,買う,ted
NSF,に,お願いする,ted
スケール,で,分ける,ted
問題,が,ある,ted
此処,に,ある,ted
図,が,出来る,ted
現場,で,働く,ted
釘付け,に,なる,ted
興味,を,持つ,ted
素材,を,考える,ted
私,が,持つ,ted
興味,を,持つ,ted
決定,を,する,ted
ゲーム,に,組み入れる,ted
こと,を,お見せしたい,ted
此処,で,言いたい,ted
方法,で,ある,ted
達,に,ある,ted
選択肢,が,ある,ted
手,を,挙げない,ted
問題,を,抱える,ted
想像,を,こえる,ted
物,に,なるです,ted
想像,を,こえる,ted
物,に,"なるでしょう
",ted
共,に,遂行される,ted
ミッション,が,遂行される,ted
大人,に,なる,ted
研究者,に,なる,ted
計測,を,終える,ted
鰐,を,帰す,ted
川,に,帰す,ted
私,が,紹介する,ted
数字,を,用いる,ted
未来,を,陥れる,ted
困窮,に,陥れる,ted
体,を,糞便,ted
彼,を,転がす,ted
中,で,転がす,ted
臭い,を,消す,ted
劇場,に,行く,ted
場面,を,想像する,ted
数,を,2乗する,ted
木,が,創造出来る,ted
芸術,を,創造出来る,ted
囚人,が,飼育する,ted
蛙,を,飼育する,ted
内面,に,ある,ted
此処,に,いる,ted
患者,が,いる,ted
物語,を,共有する,ted
こと,を,違う,ted
木,を,発見する,ted
者,と,話す,ted
真ん中,に,見える,ted
グリーン,が,語る,ted
世界,で,振動する,ted
紐,が,ある,ted
宇宙,に,ある,ted
力,を,生み出す,ted
テクノロジー,が,なる,ted
基盤,と,なる,ted
規範,を,変えない,ted
街,に,植える,ted
利益,を,生む,ted
木,を,植える,ted
率,を,獲得する,ted
損失,に,抵抗する,ted
ビジネス,が,生む,ted
利益,を,生む,ted
規模,を,拡大する,ted
ビジネス,が,生む,ted
利益,を,生む,ted
規模,を,拡大する,ted
会社,を,支援する,ted
コラージュ,に,なる,ted
意識,を,通す,ted
行為,が,ある,ted
経験,を,記憶,ted
出来事,を,予測する,ted
ホーキンス,が,力説する,ted
議員,を,務める,ted
議員,に,立候補する,ted
そこ,で,働かれる,ted
写真,を,撮られる,ted
周波数,を,持つ,ted
方,で,ある,ted
国,に,該当する,ted
法律,が,ある,ted
意味,を,作り出す,ted
自ら,を,変える,ted
区別,が,分かる,ted
貴方,が,する,ted
思い違い,を,する,ted
こと,を,知る,ted
日曜日,に,立てる,ted
スレッド,を,立てる,ted
以内,に,受ける,ted
治療室,で,受ける,ted
処置,を,受ける,ted
以内,に,受ける,ted
治療室,で,受ける,ted
処置,を,受ける,ted
人口,が,増加する,ted
時代,を,経る,ted
時代,を,迎える,ted
面倒,を,見る,ted
此れ,が,想像する,ted
戦争,を,防ぐ,ted
戦争,を,防ぐ,ted
私,が,のめり込む,ted
分野,に,のめり込む,ted
物,が,なる,ted
そこ,に,ある,ted
本質,に,立ち返る,ted
必要,が,ある,ted
意義,に,溢れる,ted
場所,を,作る,ted
組織,を,する,ted
価値,を,改良する,ted
必要,が,ある,ted
友人,が,言う,ted
鱗,を,持つ,ted
達,が,隠れ住む,ted
帯,を,取り囲む,ted
周辺,に,隠れ住む,ted
哺乳類,が,隠れ住む,ted
問題,が,起こる,ted
診療所,へ,行く,ted
避妊薬,が,欠品する,ted
表現,を,作る,ted
脳,が,作る,ted
敬意,と,携える,ted
希望,を,育む,ted
関係,に,携える,ted
楽観主義,を,携える,ted
本当,に,こたえる,ted
体,に,こたえる,ted
私達,に,可笑しい,ted
ショー,を,紹介する,ted
関係,を,築く,ted
こと,を,紹介する,ted
私,が,行く,ted
こと,から,起こす,ted
震盪,を,起こす,ted
都市,を,成功させる,ted
全て,が,ある,ted
そこ,に,ある,ted
通り,に,ある,ted
人員,を,使い熟す,ted
其れ,を,望む,ted
外,へ,出る,ted
此処,から,出る,ted
言葉,を,持つ,ted
家,に,住む,ted
さん,が,建てる,ted
中心,に,存在する,ted
資金調達,が,依存する,ted
国民,に,依存する,ted
こと,に,起因する,ted
スライド,を,使う,ted
プロセス,が,弱体化させる,ted
共和国,を,弱体化させる,ted
根底,から,弱体化させる,ted
改革,に,向ける,ted
必要性,を,訴える,ted
国内外,に,訴える,ted
人,が,形作る,ted
未来,を,形作る,ted
個体群,で,出来る,ted
付け,が,出来る,ted
最後,に,言う,ted
所長,が,言う,ted
気,が,進まない,ted
常,に,決まる,ted
顔,で,決まる,ted
相手,から,見えない,ted
嘘,を,つく,ted
理由,が,ある,ted
目,が,近付く,ted
何,を,考える,ted
為,に,待つなんて,ted
対立,を,避ける,ted
ヘッファナン,が,示す,ted
考え,に,同調する,ted
ビジネス,が,容認するか,ted
対立,を,容認するか,ted
そこ,で,履かせる,ted
靴,を,履かせる,ted
温度,を,知覚する,ted
足,で,知覚する,ted
ポーリー,が,示す,ted
ステージ,で,示す,ted
基準,を,下げ続ける,ted
誤解,が,ある,ted
そこ,に,眠る,ted
草,に,覆われる,ted
パソコン,で,掛かる,ted
そこ,から,学ぶ,ted
こと,を,話す,ted
ウェブサイト,に,なる,ted
ユーザー,が,編集する,ted
面積,で,到達するか,ted
日,に,到達するか,ted
お金,が,入る,ted
手,に,入る,ted
口座,に,入れる,ted
機械,が,奪う,ted
仕事,を,奪う,ted
賃金,が,増えない,ted
人,が,増える,ted
成長,が,止まる,ted
コンピューター,を,出来る,ted
チームメート,に,出来る,ted
革新,を,迎えられる,ted
事例,を,用いる,ted
意見,と,合わせる,ted
物,を,食する,ted
物,を,食する,ted
量,と,或る,ted
量,を,計算する,ted
体,が,維持出来る,ted
大きさ,で,維持出来る,ted
ニューロン,が,維持出来る,ted
動物,が,維持出来る,ted
組み合わせ,を,探す,ted
動物,が,食する,ted
日,に,食する,ted
時間,が,決まる,ted
此れ,で,出来る,ted
フレーズ,が,出来る,ted
起源,を,探究する,ted
料理,と,なる,ted
場所,を,探す,ted
話,を,思い出す,ted
歳,に,なる,ted
建造物,で,取り壊される,ted
記憶,に,なる,ted
虫害,から,守る,ted
竹,を,守る,ted
竹,で,作られる,ted
情報,が,なる,ted
情報,が,なる,ted
商品,と,なる,ted
話,に,聞こえるか,ted
マウス,で,実証される,ted
発達,を,制御する,ted
物,を,失う,ted
君,が,"いかない
",ted
此処,に,住む,ted
こと,を,忘れる,ted
訳,に,"いかない
",ted
事柄,が,信じられる,ted
其れ,を,結び付ける,ted
虚無主義,と,結び付ける,ted
間,に,消える,ted
細菌,を,排除する,ted
御宅,に,マッチする,ted
気,に,入る,ted
敬意,を,払う,ted
英国,で,素晴らしい,ted
達,に,出来る,ted
さん,に,開く,ted
道,を,開く,ted
彼女,を,誘う,ted
デート,に,誘う,ted
文化,が,与える,ted
文化,に,与える,ted
影響,を,与える,ted
中国語,に,訳す,ted
英語,に,戻す,ted
誰,が,聞く,ted
心,に,吸収される,ted
モントレー,で,読む,ted
ナイジェリア,で,語る,ted
ファミリーレストラン,を,開く,ted
自分,で,遣る,ted
私,が,する,ted
土,を,踏む,ted
前,に,する,ted
レノ,が,する,ted
ねた,に,する,ted
男,が,被る,ted
帽子,を,被る,ted
者,に,なる,ted
自国,に,帰る,ted
自国民,に,向ける,ted
発言力,を,持つ,ted
パラドックス,を,考察する,ted
中,で,探求する,ted
革命,を,跨ぐ,ted
学生,と,行う,ted
ディスカッション,を,行う,ted
ディスカッション,を,行う,ted
フォーラム,を,奨励する,ted
骨,が,見えるほどです,ted
インターネット,に,生じる,ted
不具合,が,生じる,ted
飛行機,を,飛ばせない,ted
大都市,を,思い浮かべる,ted
通路,に,潜む,ted
年,を,経る,ted
記事,を,書く,ted
御陰,で,住む,ted
建築家,と,共同作業する,ted
選択肢,を,検討する,ted
詳細,を,設計出来る,ted
こと,に,覆われる,ted
技術,を,使う,ted
微生物,に,覆われる,ted
微生物,に,覆われる,ted
知らせ,が,来る,ted
格付け,を,する,ted
経済,に,行使する,ted
力,を,行使する,ted
状態,を,招く,ted
方法,が,ある,ted
格付け,に,持ち込む,ted
判断,を,持ち込む,ted
私達,に,語り掛ける,ted
お金,を,出す,ted
チケット,を,買う,ted
運転,を,習うの,ted
概念,を,伝えたい,ted
力,を,感じる,ted
バベッジ,に,見える,ted
こと,を,見る,ted
我々,を,救う,ted
地球,に,来る,ted
話,に,なる,ted
此れ,で,出揃う,ted
モデル,が,出揃う,ted
其れ,で,参加する,ted
人々,が,参加する,ted
発見,に,参加する,ted
記憶,を,持つ,ted
ターゲット,に,する,ted
ドイツ,で,出現する,ted
1,が,出現する,ted
林冠,が,ある,ted
